source,target_preferred,status,category,source_id,confidence,source_document,term_type,alternate_targets
center tunnel lower front reinforcement,нижний передний усилитель центрального тоннеля,candidate,body_structure,N165_D2,medium,N165_D2,term,
door rocker inner panel assembly,внутренняя панель порога кузова в сборе,candidate,body_structure,N165_D2,medium,N165_D2,term,
door sill inner panel assembly,внутренняя панель порога в сборе,candidate,body_structure,N165_D2,high,N165_D2,term,
front floor,передняя панель пола,candidate,body_structure,N165_D2,high,N165_D2,term,
front floor middle channel assembly,центральный тоннель передней панели пола в сборе,candidate,body_structure,N165_D2,medium,N165_D2,term,
front floor upper side member,верхний лонжерон передней панели пола,candidate,body_structure,N165_D2,medium,N165_D2,term,
front seat front cross member assembly,передняя поперечина переднего сиденья в сборе,candidate,body_structure,N165_D2,high,N165_D2,term,
front seat rear cross member assembly,задняя поперечина переднего сиденья в сборе,candidate,body_structure,N165_D2,high,N165_D2,term,
front side member body assembly,лонжерон передней части кузова в сборе,candidate,body_structure,N165_D2,medium,N165_D2,term,
front wall lower panel assembly,нижняя панель передней стенки в сборе,candidate,body_structure,N165_D2,medium,N165_D2,term,
front wall upper sub-assembly,верхний узел передней стенки,candidate,body_structure,N165_D2,medium,N165_D2,term,
instrument panel mounting bracket assembly,кронштейн крепления панели приборов в сборе,candidate,body_structure,N165_D2,high,N165_D2,term,
left rear side member reinforcement rear connecting plate,задняя соединительная пластина усилителя левого заднего лонжерона,candidate,body_structure,N165_D2,medium,N165_D2,term,
middle channel lower front reinforcing plate,нижняя передняя усиливающая пластина центрального тоннеля,candidate,body_structure,N165_D2,medium,N165_D2,term,
middle channel reinforcing beam assembly,усилитель центрального тоннеля в сборе,candidate,body_structure,N165_D2,medium,N165_D2,term,
middle channel reinforcing beam bracket assembly,кронштейн усилителя центрального тоннеля в сборе,candidate,body_structure,N165_D2,medium,N165_D2,term,
middle floor front connecting plate assembly,передняя соединительная панель средней части пола в сборе,candidate,body_structure,N165_D2,medium,N165_D2,term,
parking brake cable mounting plate assembly,панель крепления троса стояночного тормоза в сборе,candidate,body_structure,N165_D2,high,N165_D2,term,
rear floor rear connecting plate,задняя соединительная панель задней части пола,candidate,body_structure,N165_D2,medium,N165_D2,term,
rear floor right rear connecting plate,правая задняя соединительная панель задней части пола,candidate,body_structure,N165_D2,medium,N165_D2,term,
rear seat belt retractor bracket supporting plate,опорная пластина кронштейна втягивающего устройства заднего ремня безопасности,candidate,body_structure,N165_D2,medium,N165_D2,term,
rear wall panel assembly,панель задней стенки кузова в сборе,candidate,body_structure,N165_D2,high,N165_D2,term,
VCU mounting bracket assembly,кронштейн крепления VCU в сборе,candidate,body_structure,N165_D2,medium,N165_D2,term,
drill out the spot welds,высверлить точки контактной сварки,candidate,body_welding,N165_D2 | EDITORIAL_CORE_2026,high,N165_D2 | EDITORIAL_CORE_2026,term,высверлить сварные точки
weld respectively to,приварить соответственно к,candidate,body_welding,N165_D2,medium,N165_D2,term,
welding location,место сварки,candidate,body_welding,N165_D2,high,N165_D2,term,
anti-lock braking system,антиблокировочная система тормозов,candidate,brakes,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
bleed nipple,штуцер для удаления воздуха,candidate,brakes,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
bleed the brakes,удалить воздух из тормозной системы,candidate,brakes,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
bleeder screw,штуцер для удаления воздуха,candidate,brakes,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
brake booster,усилитель тормозов,candidate,brakes,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,вакуумный усилитель тормозов
brake booster check valve,обратный клапан усилителя тормозов,candidate,brakes,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
brake caliper,тормозной суппорт,candidate,brakes,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
brake control module,блок управления тормозной системой,candidate,brakes,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
brake disc,тормозной диск,candidate,brakes,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
brake disc thickness,толщина тормозного диска,candidate,brakes,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
brake drum,тормозной барабан,candidate,brakes,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
brake fluid level,уровень тормозной жидкости,candidate,brakes,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
brake fluid reservoir,бачок тормозной жидкости,candidate,brakes,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
brake hose,тормозной шланг,candidate,brakes,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
brake master cylinder,главный тормозной цилиндр,candidate,brakes,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
brake pad,тормозная колодка,candidate,brakes,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
brake pad shim,противошумная пластина тормозной колодки,candidate,brakes,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
brake pad wear indicator,индикатор износа тормозной колодки,candidate,brakes,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
brake pedal,педаль тормоза,candidate,brakes,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
brake pedal free play,свободный ход педали тормоза,candidate,brakes,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
brake pedal travel,ход педали тормоза,candidate,brakes,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
brake pipe,тормозная трубка,candidate,brakes,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
brake pressure sensor,датчик давления в тормозной системе,candidate,brakes,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
brake shoe,тормозная колодка барабанного тормоза,candidate,brakes,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
caliper bracket,скоба тормозного суппорта,candidate,brakes,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
caliper guide pin,направляющий палец суппорта,candidate,brakes,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
caliper piston,поршень тормозного суппорта,candidate,brakes,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
check brake fluid level,проверить уровень тормозной жидкости,candidate,brakes,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
disc runout,биение тормозного диска,candidate,brakes,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
hydraulic control unit,гидравлический блок управления,candidate,brakes,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
inner brake pad,внутренняя тормозная колодка,candidate,brakes,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
inspect pad thickness,проверить толщину тормозных колодок,candidate,brakes,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
measure disc runout,измерить биение тормозного диска,candidate,brakes,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
minimum disc thickness,минимально допустимая толщина тормозного диска,candidate,brakes,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
outer brake pad,наружная тормозная колодка,candidate,brakes,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
piston dust boot,пылезащитный чехол поршня,candidate,brakes,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
return spring,стяжная пружина тормозных колодок,candidate,brakes,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
vacuum brake booster,вакуумный усилитель тормозов,candidate,brakes,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
wheel cylinder,колёсный тормозной цилиндр,candidate,brakes,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
wheel speed sensor,датчик частоты вращения колеса,candidate,brakes,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
charging connector,зарядный соединитель,candidate,charging,ISO_TC22,high,ISO_TC22,term,
charging inlet,зарядный разъём автомобиля,candidate,charging,ISO_TC22,medium,ISO_TC22,term,
charging point,зарядная точка,candidate,charging,ISO_TC22,high,ISO_TC22,term,
charging session,сеанс зарядки,candidate,charging,ISO_TC22,high,ISO_TC22,term,
charging station,зарядная станция,candidate,charging,ISO_TC22,high,ISO_TC22,term,
combined charging system,комбинированная зарядная система,candidate,charging,ISO_TC22,high,ISO_TC22,term,
conductive charging,контактная зарядка,candidate,charging,ISO_TC22,medium,ISO_TC22,term,
electric vehicle communication controller,контроллер связи электромобиля,candidate,charging,ISO_TC22,medium,ISO_TC22,term,
electric vehicle supply equipment,оборудование питания электромобиля,candidate,charging,ISO_TC22,medium,ISO_TC22,term,
on-board charger,бортовое зарядное устройство,candidate,charging,ISO_TC22,medium,ISO_TC22,term,
supply equipment communication controller,контроллер связи зарядного оборудования,candidate,charging,ISO_TC22,medium,ISO_TC22,term,
vehicle-to-grid,обмен энергией между автомобилем и электросетью,candidate,charging,ISO_TC22,medium,ISO_TC22,term,
vehicle-to-home,питание дома от автомобиля,candidate,charging,ISO_TC22,medium,ISO_TC22,term,
